,Composer,From,Genre,No,Title_of_Piece,Instrument_Num,Instrument,Performer
17467,0,0,CNTE,3426,0,0,CL,DVORAK
17468,0,0,CNTE,3426,0,1,CL,DAVID
17469,0,0,CNTE,3426,0,2,CL,SPRINGER
17470,0,0,SG,3426,0,0,0.0,LEARY~
17471,0,0,GL,3426,'SAW_YOU',0,0.0,0.0
17472,HOOK,0,CT,3426,'THE_SCORNFUL',0,0.0,0.0
17473,0,0,SG,3426,0,0,0.0,DARLEY
17474,0,0,CN,3426,0,0,VN,MOUNTAIN
17475,0,0,SG,3426,0,0,0.0,MILNE~
17476,HOOK,0,O,3426,^THE_VILLAGE_FESTIVAL^,0,0.0,0.0
17477,MUSIC,0,0,3427,0,0,0.0,ROSETTI
17478,0,0,CN,3427,0,0,VN,SMITH-4
17479,WAINWRIGHT~,0,O,3428,^CORNALA^,0,0.0,<COMALA
17480,MUSICAL,0,0,3428,0,0,0.0,HARRIET_WAINEWRIGHT>
17481,RAIMONDI,0,OV,3430,0,0,0.0,0.0
17482,WEBBE,0,GL,3430,0,0,0.0,0.0
17483,0,0,SG,3430,0,0,0.0,LAZZARINI
17484,0,0,SL,3430,0,0,VN,BIANCHI-j
17485,0,0,SG,3430,0,0,0.0,CASENTINI~
17486,0,0,CN,3430,0,0,HP,MUSIGNY~
17487,RAIMONDI,0,SYM,3430,'BATTLE',0,0.0,0.0
17488,0,0,SG,3430,0,0,0.0,LAZZARINI
17489,0,0,CN,3430,0,0,VN,RAIMONDI
17490,0,0,DT,3430,0,0,v,CASENTINI~
17491,0,0,DT,3430,0,1,v,LAZZARINI
17492,GYROWETZ,0,OV,3432,0,0,0.0,0.0
17493,0,0,SG,3432,0,0,0.0,LAZZARINI
17494,0,0,CN,3432,0,0,PF,DUSSEK
17495,0,0,SG,3432,0,0,0.0,BILLINGTON~
17496,GYROWETZ,0,CNTE,3432,0,0,VN,SALOMON
17497,GYROWETZ,0,CNTE,3432,0,1,VA,HINDMARSH
17498,GYROWETZ,0,CNTE,3432,0,2,VC,MENEL
17499,GYROWETZ,0,SYM,3432,0,0,0.0,0.0
17500,0,0,SG,3432,0,0,0.0,LAZZARINI
17501,0,0,CN,3432,0,0,VN,JANIEWICZ
17502,0,0,SG,3432,0,0,0.0,BILLINGTON~
17503,GYROWETZ,0,SYM,3432,0,0,0.0,0.0
17504,CIMAROSA,0,SG,3432,0,0,0.0,BILLINGTON~
17505,GYROWETZ,0,SG,3432,0,0,0.0,BILLINGTON~
17506,PAISIELLO,0,SG,3432,0,0,0.0,LAZZARINI
17507,ROGERS-B,0,GL,3433,'COME_ALL',0,0.0,0.0
17508,JACKSON-W,0,TR,3433,0,0,v,'IN_A_VALE'
17509,JACKSON-W,0,TR,3433,0,1,v,'IN_A_VALE'
17510,JACKSON-W,0,TR,3433,0,2,v,'IN_A_VALE'
17511,ATTERBURY,0,GL,3433,'COME_LET',0,0.0,0.0
17512,BOYCE,0,SG,3433,'SOFTLY_RISE',0,0.0,HARRISON
17513,SMITH-JS,0,GL,3433,'WHILE_FOOLS',0,0.0,0.0
17514,ARNE-TA,0,QT,3433,0,0,v,'WHERE_THE'
17515,ARNE-TA,0,QT,3433,0,1,v,'WHERE_THE'
17516,ARNE-TA,0,QT,3433,0,2,v,'WHERE_THE'
17517,ARNE-TA,0,QT,3433,0,3,v,'WHERE_THE'
17518,ANDREOZZI,0,SG,3433,'NEL_VEDERMI',0,0.0,HARRISON~
17519,WEBBE,0,CT,3433,'TO_THE_OLD',0,0.0,0.0
17520,CALLCOTT,0,GL,3433,'PEACE_TO',0,0.0,0.0
17521,CALLCOTT,0,GL,3433,0,0,0.0,0.0
17522,DANBY,0,GL,3433,'O_LET',0,0.0,0.0
17523,MAJO-GF,0,SG,3433,'A_MORIR',0,0.0,HARRISON
17524,0,_MORN',DT,3433,0,0,V,'
17525,0,_MORN',DT,3433,0,1,V,'
17526,STEVENS,0,GL,3433,'TO_BE_GAZING',0,0.0,0.0
17527,RAVENSCROFT,0,GL,3433,'WE_BE',0,0.0,0.0
17528,HANDEL,0,SG,3433,'ANGELS_EVER',0,0.0,HARRISON~
17529,WEBBE,0,GL,3433,0,0,CHOIR,'TO_LOVE'
17530,WEBBE,0,GL,3433,0,1,CHOIR,'TO_LOVE'
17531,WEBBE,0,GL,3433,'AWAY_AWAY',0,0.0,0.0
17532,HAYDN,0,OV,3434,0,0,0.0,0.0
17533,0,O ^ARMIDA^,SG,3434,0,0,0.0,LAZZARINI
17534,0,0,CN,3434,0,0,VN,CRAMER-w
17535,GYROWETZ,0,SG,3434,0,0,0.0,BILLINGTON~
17536,PLEYEL,0,SYM,3434,0,0,0.0,(GRAND
17537,COMPOSED,0,0,3434,0,0,0.0,OCCASION)
17538,0,0,CN,3434,0,0,VC,LINDLEY
17539,SARTI,0,SG,3434,0,0,0.0,NEGRI~
17540,0,0,CN,3434,0,0,HP,MUSIGNY~
17541,SARTI,0,DT,3434,0,0,v,LAZZARINI
17542,SARTI,0,DT,3434,0,1,v,BILLINGTON~
17543,MOZART,0,SYM,3434,0,0,0.0,0.0
17544,GIORDANI,0,O,3435,^ODE_ON_THE_MARRIAGE_OF_THE_DUKE_OF_YORK^,0,0.0,0.0
17545,PLEYEL,0,OV,3436,0,0,0.0,0.0
17546,BACH,0,SG,3436,0,0,0.0,NIELD
17547,0,0,CN,3436,0,0,OB,HARRINGTON
17548,0,0,SG,3436,0,0,0.0,CALCAGNI
17549,0,0,CN,3436,0,0,HP,DELAVAL~
17550,CORRI-D,0,SG,3436,0,0,0.0,CORRI~SG
17551,HAYDN,0,OV,3436,0,0,0.0,GRAND
17552,0,0,SYM,3436,0,0,0.0,D
17553,ADAGIO,0,0,3436,0,0,0.0,)
17554,0,0,SG,3436,0,0,0.0,CALCAGNI
17555,0,0,CN,3436,0,0,VN,JANIEWICZ
17556,ANFOSSI,0,DT,3436,0,0,v,CORRI~sg
17557,ANFOSSI,0,DT,3436,0,1,v,NIELD
17558,GYROWETZ,0,FP,3436,0,0,0.0,0.0
17559,HAYDN,0,OV,3438,0,0,0.0,0.0
17560,0,0,SG,3438,0,0,0.0,LAZZARINI
17561,PLEYEL,0,QT,3438,0,0,0.0,0.0
17562,MAZZINGHI-J,MAZZINGHI-J O ^THE_MAJICIAN_NO_CONJUROR^,SG,3438,0,0,VN,CRAMER-W
17563,PLEYEL,0,OV,3438,0,0,0.0,0.0
17564,0,0,CNTE,3438,0,0,CL,MAHON
17565,0,0,CNTE,3438,0,1,BN,PARKINSON
17566,0,0,SG,3438,0,0,0.0,NEGRI~
17567,0,0,CN,3438,0,0,VC,LINDLEY
17568,GUGLIELMI,0,TR,3438,0,0,v,LAZZARINI
17569,GUGLIELMI,0,TR,3438,0,1,v,NEGRI~
17570,GUGLIELMI,0,TR,3438,0,2,v,BILLINGTON~
17571,OPERA_ORCH,0,0,3440,0,0,0.0,PROFESSIONAL_ORCH
17572,PLEYEL,0,SYM,3440,0,0,0.0,MS
17573,BY,0,0,3440,0,0,0.0,PROFESSIONAL_CONCERT)
17574,0,0,SG,3440,'PLEASURE',0,0.0,NIELD
17575,HANDEL,0,CH,3440,'HE_GAVE',0,0.0,0.0
17576,0,0,CN,3440,0,0,PF,DUSSEK
17577,HANDEL,0,SG,3440,'FAREWELL',0,0.0,POOLE~
17578,GIORNOVICHI,0,CN,3440,0,0,VN,SMITH-4
17579,HANDEL,HANDEL O ^SAUL^ + CARILLON GREATOREX,CH,3440,'WELCOME',0,0.0,0.0
17580,0,0,CNTE,3440,0,0,CL,MAHON
17581,0,0,CNTE,3440,0,1,BN,HOLMES
17582,0,0,SG,3440,0,0,0.0,CASENTINI~
17583,CALLCOTT,0,GL,3440,'PEACE_TO',0,0.0,BELLAMY
17584,RAIMONDI,0,TR,3440,0,0,vn,RAIMONDI
17585,RAIMONDI,0,TR,3440,0,1,va,CRAMER-w
17586,RAIMONDI,0,TR,3440,0,2,vc,SPERATI
17587,PAISIELLO,0,SG,3440,0,0,0.0,LAZZARINI
17588,HANDEL,HANDEL O ^MESSIAH^,CH,3440,'HALLELUJAH',0,0.0,0.0
17589,CLEMENTI,0,OV,3441,0,0,0.0,0.0
17590,0,0,SG,3441,0,0,0.0,POOLE~
17591,GYROWETZ,0,QT,3441,0,0,VN,SALOMON
17592,GYROWETZ,0,QT,3441,0,1,VN,DAHMEN-p
17593,GYROWETZ,0,QT,3441,0,2,VA,HINDMARSH
17594,GYROWETZ,0,QT,3441,0,3,vc,MENEL
17595,0,0,SG,3441,0,0,BN,HOLMES
17596,ASHE,0,CN,3441,0,0,FL,ASHE
17597,HAYDN,0,OV,3441,0,0,0.0,MS
17598,PERFORMED,0,0,3441,0,0,0.0,FRIDAY
17599,0,0,SG,3441,'SPOSA_AMATA',0,0.0,CORRI~SG
17600,0,0,CN,3441,0,0,HP,DELAVAL~
17601,0,0,SG,3441,0,0,0.0,CALCAGNI
17602,HAYDN,0,O,3441,^THE_STORM^,0,V,CORRI~sg
17603,END,HANDEL) O ^REDEMPTION^  (SELECTED BY ARNOLD),CN,3442,0,0,BN,PARKINSON
17604,END,0,0,3442,0,0,0.0,PART
17605,0,0,CN,3442,0,0,VN,BRIDGETOWER
17606,HANDEL,0,O,3443,^L'ALLEGRO^,0,0.0,0.0
17607,STAMITZ,0,OV,3444,0,0,0.0,0.0
17608,0,0,SG,3444,0,0,0.0,LAZZARINI
17609,0,0,SN,3444,0,0,PF,DANCE
17610,TARCHI,0,SG,3444,'REGGIMI_OH',0,0.0,BILLINGTON~
17611,PLEYEL,0,CNTE,3444,0,0,FL,FLORIO
17612,PLEYEL,0,CNTE,3444,0,1,OB,PARKE
17613,PLEYEL,0,CNTE,3444,0,2,BN,PARKINSON
17614,PLEYEL,0,CNTE,3444,0,3,VN,CRAMER-w
17615,PLEYEL,0,CNTE,3444,0,4,VA,BLAKE
17616,PLEYEL,0,CNTE,3444,0,5,VC,SMITH-2
17617,PLEYEL,0,SYM,3444,0,0,0.0,GRAND
17618,PERFORMED,0,0,3444,0,0,0.0,CONCERT)
17619,CIMAROSA,0,SG,3444,'GIOVANNE_SVENTURATO',0,0.0,BILLINGTON~
17620,0,0,DT,3444,0,0,VN,CRAMER-w
17621,0,0,DT,3444,0,1,VC,LINDLEY
17622,0,0,SG,3444,0,0,0.0,LAZZARINI
17623,BACH,0,SYM,3444,0,0,0.0,2ORCH
17624,GUGLIELMI,0,SG,3444,0,0,0.0,LAZZARINI
17625,ZINGARELLI,0,SG,3444,0,0,0.0,LAZZARINI
17626,HANDEL,0,O,3445,^ACIS_AND_GALATEA^,0,0.0,0.0
17627,END,0,CN,3445,0,0,OB,PARKE-Wt
17628,IN,0,0,3445,0,0,0.0,PART
17629,0,0,CN,3445,0,0,VN,BRIDGETOWER
17630,HANDEL,0,O,3446,^CORONATION_ANTHEM^,0,0.0,0.0
17631,HANDEL,0,O,3446,^MESSIAH^,0,0.0,0.0
17632,GYROWETZ,0,OV,3447,0,0,0.0,0.0
17633,0,0,SG,3447,0,0,0.0,ALBERTARELLI
17634,YOST,0,QT,3447,0,0,CL,HARTMANN
17635,YOST,0,QT,3447,0,1,VN,SALOMON
17636,YOST,0,QT,3447,0,2,VA,HINDMARSH
17637,YOST,0,QT,3447,0,3,VC,MENEL
17638,TARCHI,0,SG,3447,0,0,0.0,CORRI~SG
17639,PLEYEL,0,CN,3447,0,0,VC,DAHMEN-ja
17640,HAYDN,0,OV,3447,0,0,0.0,MS
17641,0,0,SYM,3447,0,0,0.0,FLAT
17642,FIRST,0,0,3447,0,0,0.0,ENCORED)
17643,BERTONI,0,SG,3447,0,0,0.0,CALCAGNI
17644,0,0,CN,3447,0,0,VN,JANIEWICZ
17645,TARCHI,0,TR,3447,0,0,v,CALCAGNI
17646,TARCHI,0,TR,3447,0,1,v,ALBERTARELLI
17647,TARCHI,0,TR,3447,0,2,v,CORRI~sg
17648,HANDEL,0,O,3448,^MESSIAH^,0,0.0,0.0
17649,FIRST,HANDEL SACRED,0,3449,0,0,0.0,SELECTION
17650,HAYDN,0,OV,3450,0,0,0.0,0.0
17651,0,0,SG,3450,0,0,0.0,LAZZARINI
17652,PLEYEL,0,QT,3450,0,0,VN,CRAMER-w
17653,PLEYEL,0,QT,3450,0,1,VN,BORGHI
17654,PLEYEL,0,QT,3450,0,2,VA,BLAKE
17655,PLEYEL,0,QT,3450,0,3,VC,SMITH-2
17656,0,0,SG,3450,0,0,0.0,BILLINGTON~
17657,PLEYEL,0,OV,3450,0,0,0.0,0.0
17658,0,0,CN,3450,0,0,HN,PIELTAIN-pj
17659,0,0,SG,3450,0,0,0.0,BILLINGTON~
17660,0,0,CN,3450,0,0,HP,MUSIGNY~
17661,0,0,SG,3450,0,0,0.0,LAZZARINI
17662,GYROWETZ,0,SYM,3450,0,0,0.0,GYROWETZ
17663,PAISIELLO,0,SG,3450,0,0,0.0,LAZZARINI
17664,BIANCHI,0,SG,3450,0,0,0.0,LAZZARINI
17665,KOZELUCH,0,SG,3450,0,0,0.0,BILLINGTON~
17666,CIMAROSA,0,SG,3450,0,0,0.0,BILLINGTON~
17667,HANDEL,0,O,3451,^ACIS_AND_GALATEA^,0,0.0,0.0
17668,END,0,0,3451,0,0,0.0,PART
17669,0,0,CN,3451,0,0,OB,PARKE-Wt
17670,0,0,CN,3451,0,0,VC,LINDLEY
17671,HANDEL,0,O,3452,^ALEXANDER'S_FEAST^,0,0.0,0.0
17672,HANDEL,0,0,3452,0,0,0.0,SACCHINI
17673,KOZELUCH,0,OV,3453,0,0,0.0,0.0
17674,0,0,SG,3453,0,0,0.0,NIELD
17675,0,0,CN,3453,0,0,FL,GRAEFF
17676,SARTI,0,SG,3453,'AH_NON',0,0.0,CORRI~SG
17677,HAYDN,0,CNTE,3453,0,0,OB,HARRINGTON
17678,HAYDN,0,CNTE,3453,0,1,BN,HOLMES
17679,HAYDN,0,CNTE,3453,0,2,VN,SALOMON
17680,HAYDN,0,CNTE,3453,0,3,VC,MENEL
17681,HAYDN,0,OV,3453,0,0,0.0,MS
17682,PERFORMED,0,0,3453,0,0,0.0,FRIDAY
17683,2,0,0,3453,0,0,0.0,ENCORED)
17684,SACCHINI,0,SG,3453,'NON_ODI',0,0.0,CALCAGNI
17685,DUSSEK,0,CN,3453,0,0,HP,KRUMPHOLTZ~
17686,0,0,DT,3453,0,0,v,CALCAGNI
17687,0,0,DT,3453,0,1,v,CORRI~sg
17688,HANDEL,0,O,3454,^JUDAS_MACCABAEUS^,0,0.0,0.0
17689,END,0,0,3454,0,0,0.0,PART
17690,0,0,CN,3454,0,0,VC,LINDLEY
17691,SECOND,HANDEL SACRED,0,3455,0,0,0.0,SELECTION
17692,HAYDN,0,OV,3456,0,0,0.0,0.0
17693,PAISIELLO,0,SG,3456,0,0,0.0,LAZZARINI
17694,RAWLINGS,0,QT,3456,0,0,VN,CRAMER-w
17695,RAWLINGS,0,QT,3456,0,1,VN,BORGHI
17696,RAWLINGS,0,QT,3456,0,2,VA,BLAKE
17697,RAWLINGS,0,QT,3456,0,3,VC,SMITH-2
17698,POZZI,0,SG,3456,'AH_NON',0,0.0,BILLINGTON~
17699,PLEYEL,0,CNTE,3456,0,0,VN,CRAMER-w
17700,PLEYEL,0,CNTE,3456,0,1,VN,CRAMER-f
17701,PLEYEL,0,SYM,3456,0,0,0.0,0.0
17702,ANFOSSI,0,SG,3456,'DOVE_POVERA',0,0.0,BILLINGTON~
17703,0,0,CN,3456,0,0,VC,LINDLEY
17704,ANDREOZZI,0,SG,3456,0,0,0.0,NEGRI~
17705,ROSETTI,0,FP,3456,0,0,0.0,0.0
17706,0,HANDEL MOZART,CN,3457,0,0,OB,PARKE-Wt
17707,0,0,CN,3457,0,0,BN,PARKINSON
17708,HANDEL,0,O,3458,^L'ALLEGRO^,0,0.0,0.0
17709,HANDEL,0,0,3458,0,0,0.0,BOYCE
17710,END,0,CN,3459,0,0,VN,HINDMARSH
17711,END,0,0,3459,0,0,0.0,PART
17712,0,0,CN,3459,0,0,OB,HARRINGTON
17713,0,0,SG,3459,'SON_REGINA',0,0.0,WILLIAMS~
17714,0,0,DT,3459,'SPOSA_INGRATA',0,v,MORELLI
17715,0,0,DT,3459,'SPOSA_INGRATA',1,v,NEGRI~
17716,0,0,O,3460,^REDEMPTION^,0,0.0,0.0
17717,END,0,0,3460,0,0,0.0,PART
17718,0,0,CN,3460,0,0,OB,PARKE-Wt
17719,0,HANDEL,0,3461,0,0,0.0,0.0
17720,HAYDN,0,OV,3462,0,0,0.0,(MS
17721,0,LAST YEAR),SG,3462,0,0,0.0,NIELD
17722,HAYDN,0,QT,3462,0,0,VN,SALOMON
17723,HAYDN,0,QT,3462,0,1,VN,DAHMEN-p
17724,HAYDN,0,QT,3462,0,2,VA,HINDMARSH
17725,HAYDN,0,QT,3462,0,3,VC,MENEL
17726,0,0,SG,3462,0,0,0.0,POOLE~
17727,0,0,CN,3462,0,0,VC,SCHRAM
17728,HAYDN,0,SG,3462,0,0,0.0,CALCAGNI
17729,HASSLER,0,CN,3462,0,0,PF,HASSLER
17730,HAYDN,0,SG,3462,0,0,0.0,CORRI~SG
17731,HAYDN,0,CNTE,3462,0,0,OB,HARRINGTON
17732,HAYDN,0,CNTE,3462,0,1,BN,HOLMES
17733,HAYDN,0,CNTE,3462,0,2,VN,SALOMON
17734,HAYDN,0,CNTE,3462,0,3,VC,MENEL
17735,PERFORMED,0,0,3462,0,0,0.0,FRIDAY)
17736,HAYDN,0,O,3462,^THE_STORM^,0,V,CORRI~sg
17737,HAYDN,0,OV,3463,0,0,0.0,0.0
17738,0,0,SG,3463,0,0,0.0,LAZZARINI
17739,PLEYEL,0,QT,3463,0,0,VN,CRAMER-w
17740,PLEYEL,0,QT,3463,0,1,VN,BORGHI
17741,PLEYEL,0,QT,3463,0,2,VA,BLAKE
17742,PLEYEL,0,QT,3463,0,3,VC,SMITH-2
17743,0,0,SG,3463,0,0,0.0,BILLINGTON~
17744,PLEYEL,0,SYM,3463,0,0,0.0,0.0
17745,RAWLINGS,0,CNTE,3463,0,0,VN,BORGHI
17746,RAWLINGS,0,CNTE,3463,0,1,VN,CRAMER-w
17747,RAWLINGS,0,CNTE,3463,0,2,VA,BLAKE
17748,RAWLINGS,0,CNTE,3463,0,3,VA,NAPIER
17749,RAWLINGS,0,CNTE,3463,0,4,VC,SMITH-2
17750,0,0,SG,3463,0,0,0.0,BILLINGTON~
17751,0,0,SL,3463,0,0,VN,WEICHSELL
17752,0,0,SG,3463,0,0,0.0,LAZZARINI
17753,ROSETTI,0,FP,3463,0,0,0.0,0.0
17754,GYROWETZ,0,OV,3464,0,0,0.0,0.0
17755,STEVENS,0,GL,3464,0,0,0.0,0.0
17756,0,0,SG,3464,0,0,0.0,BARTLEMAN
17757,HAYDN,0,QT,3464,0,0,vn,SALOMON
17758,HAYDN,0,QT,3464,0,1,vn,DAHMEN-p
17759,HAYDN,0,QT,3464,0,2,va,ABRAMS
17760,HAYDN,0,QT,3464,0,3,vc,MENEL
17761,SARTI,0,DT,3464,0,0,v,ABRAMS~
17762,SARTI,0,DT,3464,0,1,v,abrams~t
17763,JANIEWICZ,0,CN,3464,0,0,PF,ABRAMS~E
17764,HAYDN,0,OV,3464,0,0,0.0,0.0
17765,RAIMONDI,0,QT,3464,0,0,fl,GRAEFF
17766,RAIMONDI,0,QT,3464,0,1,vn,SALOMON
17767,RAIMONDI,0,QT,3464,0,2,va,RAIMONDI
17768,RAIMONDI,0,QT,3464,0,3,vc,MENEL
17769,0,0,SG,3464,0,0,0.0,CALCAGNI
17770,0,0,CN,3464,0,0,HP,DELAVAL~
17771,CIMAROSA,0,TR,3464,0,0,v,ABRAMS~
17772,CIMAROSA,0,TR,3464,0,1,v,ABRAMS~t
17773,CIMAROSA,0,TR,3464,0,2,v,ABRAMS~e
17774,HAYDN,0,SYM,3464,0,0,0.0,0.0
17775,PLEYEL,0,OV,3465,0,0,0.0,0.0
17776,PLEYEL,0,TR,3465,0,0,VN,RAIMONDI
17777,PLEYEL,0,TR,3465,0,1,VA,BLAKE
17778,PLEYEL,0,TR,3465,0,2,VC,SMITH-2
17779,0,0,SG,3465,0,0,0.0,LAZZARINI
17780,0,0,CN,3465,0,0,HP,DELAVAL~
17781,0,0,SG,3465,0,0,0.0,CASENTINI~
17782,GYROWETZ,0,SYM,3465,0,0,0.0,0.0
17783,RAIMONDI,0,CNTE,3465,0,0,0.0,0.0
17784,0,0,SG,3465,0,0,HP,DELAVAL~
17785,0,0,DT,3465,0,0,v,LAZZARINI
17786,0,0,DT,3465,0,1,v,CASENTINI~
17787,0,HANDEL MOZART,CN,3466,0,0,OB,PARKE-Wt
17788,0,0,CN,3466,0,0,VC,MASON
17789,HANDEL,0,O,3467,^L'ALLEGRO^,0,0.0,0.0
17790,HANDEL,0,0,3467,0,0,0.0,ARNE-TA
17791,HAYDN,0,OV,3469,0,0,0.0,0.0
17792,GUGLIELMI,0,SG,3469,0,0,0.0,ALBERTARELLI
17793,CAMBINI,0,QT,3469,0,0,VN,SALOMON
17794,CAMBINI,0,QT,3469,0,1,VN,DAHMEN-p
17795,CAMBINI,0,QT,3469,0,2,VA,HINDMARSH
17796,CAMBINI,0,QT,3469,0,3,VC,MENEL
17797,0,0,SG,3469,0,0,0.0,CORRI~SG
17798,0,0,CN,3469,0,0,VN,JANIEWICZ
17799,HAYDN,0,OV,3469,0,0,0.0,0.0
17800,0,0,SG,3469,0,0,0.0,CALCAGNI
17801,DUSSEK,0,CN,3469,0,0,HP,KRUMPHOLTZ~
17802,PERFORMED,0,0,3469,0,0,0.0,NIGHT)
17803,GUGLIELMI,0,TR,3469,0,0,v,CORRI~sg
17804,GUGLIELMI,0,TR,3469,0,1,v,CALCAGNI
17805,GUGLIELMI,0,TR,3469,0,2,v,ALBERTARELLI
17806,GYROWETZ,0,OV,3469,0,0,0.0,0.0
17807,0,HANDEL SHAW GIORDANI ATTWOOD-T,SL,3470,0,0,HP,MEYER
17808,0,0,CN,3470,0,0,BN,PARKINSON
17809,HANDEL,0,O,3471,^ALEXANDER'S_FEAST^,0,0.0,0.0
17810,BACH,0,OV,3472,0,0,0.0,2ORCH
17811,0,0,SG,3472,0,0,0.0,LAZZARINI
17812,PLEYEL,0,QT,3472,0,0,VN,CRAMER-w
17813,PLEYEL,0,QT,3472,0,1,VN,BORGHI
17814,PLEYEL,0,QT,3472,0,2,VA,BLAKE
17815,PLEYEL,0,QT,3472,0,3,VC,SMITH-2
17816,0,0,SG,3472,0,0,0.0,BILLINGTON~
17817,PLEYEL,0,SYM,3472,0,0,0.0,0.0
17818,0,0,CN,3472,0,0,HP,MUSIGNY~
17819,0,0,SG,3472,0,0,0.0,NEGRI~
17820,0,0,SL,3472,0,0,VC,LINDLEY
17821,GUGLIELMI,0,QT,3472,0,0,v,GARELLI
17822,GUGLIELMI,0,QT,3472,0,1,v,LAZZARINI
17823,GUGLIELMI,0,QT,3472,0,2,v,NEGRI~
17824,GUGLIELMI,0,QT,3472,0,3,v,BILLINGTON~
17825,ROSETTI,0,FP,3472,0,0,0.0,0.0
17826,SMETHERGELL,0,FP,3473,0,0,0.0,0.0
17827,PLEYEL,0,QT,3473,0,0,0.0,0.0
17828,0,0,CN,3473,0,0,PF,LINLEY-1
17829,0,0,SG,3473,0,0,0.0,ISAACSON
17830,0,0,CN,3473,0,0,FL,SOWERBY
17831,VANHAL,0,OV,3473,0,0,0.0,0.0
17832,SAMMARTINI,0,OV,3473,0,0,0.0,MARTINI-JPA
17833,0,0,CN,3473,0,0,VN,HARTOG~
17834,0,0,SG,3473,0,0,0.0,ISAACSON
17835,STAMITZ,0,DT,3473,0,0,0.0,0.0
17836,0,0,SG,3473,0,0,0.0,YOUNG_LADY
17837,DITTERSDORF,0,OV,3473,0,0,0.0,0.0
17838,0,HANDEL SARTI STEVENS RELFE SHAW  LINLEY-T1 GIORDANI BOYCE,0,3474,0,0,0.0,0.0
17839,HANDEL,0,O,3475,^CORONATION_ANTHEM^,0,0.0,0.0
17840,HANDEL,0,O,3475,^MESSIAH^,0,0.0,0.0
17841,BEGIN,0,0,3475,0,0,0.0,PART
17842,CORELLI,0,CNGR,3475,0,0,0.0,8TH
17843,HAYDN,0,OV,3476,0,0,0.0,0.0
17844,CIMAROSA,0,SG,3476,0,0,0.0,ALBERTARELLI
17845,DE_SISLEY~,0,SN,3476,0,0,PF,DE_SISLEY~
17846,MORTELLARI-M,0,SG,3476,0,0,0.0,DE_SISLEY~
17847,DAVAUX,0,CNTE,3476,0,0,FL,ASHE
17848,DAVAUX,0,CNTE,3476,0,1,VN,L'ARRIVEE~aeh
17849,DAVAUX,0,CNTE,3476,0,2,VA,HINDMARSH
17850,HAYDN,0,OV,3476,0,0,0.0,0.0
17851,MOZART,0,DT,3476,0,0,v,DE_SISLEY~
17852,MOZART,0,DT,3476,0,1,v,ALBERTARELLI
17853,JANIEWICZ,0,CN,3476,0,0,VN,L'ARRIVEE~aeh
17854,TRAETTA,0,SG,3476,0,0,0.0,DE_SISLEY~
17855,HAYDN,0,FP,3476,0,0,0.0,0.0
17856,HAYDN,0,OV,3477,0,0,0.0,0.0
17857,0,0,CN,3477,0,0,HN,PIELTAIN-pj
17858,0,0,SG,3477,0,0,0.0,SECOND~
17859,0,0,CN,3477,0,0,VN,GIORNOVICHI
17860,GYROWETZ,0,SYM,3477,0,0,0.0,0.0
17861,0,0,CN,3477,0,0,FL,ASHE
17862,0,0,SG,3477,0,0,0.0,SECOND~
17863,0,0,CN,3477,0,0,VN,GIORNOVICHI
17864,0,0,TR,3477,'CHE_VI',0,v,KELLY-m
17865,0,0,TR,3477,'CHE_VI',1,v,ALBERTARELLI
17866,0,0,TR,3477,'CHE_VI',2,v,CROUCH~
17867,0,HANDEL SHAW MOZART,0,3478,0,0,0.0,0.0
17868,HANDEL,0,O,3479,^L'ALLEGRO^,0,0.0,0.0
17869,GYROWETZ,0,OV,3480,0,0,0.0,0.0
17870,CORRI-D,0,SG,3480,'MISERO_ME',0,0.0,CORRI~SG
17871,DUSSEK,0,CN,3480,0,0,PF,CORRI~sg
17872,0,0,SG,3480,'NON_DUBITAR',0,0.0,NIELD
17873,KRUMPHOLTZ,0,DT,3480,0,0,HP,MEYER
17874,KRUMPHOLTZ,0,DT,3480,0,1,HP,CORRI~sg
17875,SARTI,0,DT,3480,0,0,v,CORRI~1
17876,SARTI,0,DT,3480,0,1,v,CORRI~sg
17877,HAYDN,0,OV,3480,0,0,0.0,0.0
17878,CIMAROSA,0,SG,3480,0,0,0.0,POOLE~
17879,0,0,CN,3480,0,0,VN,JANIEWICZ
17880,PAISIELLO,0,SG,3480,0,0,0.0,+
17881,TARCHI,0,TR,3480,0,0,v,CORRI~1
17882,TARCHI,0,TR,3480,0,1,v,CORRI~sg
17883,TARCHI,0,TR,3480,0,2,v,NIELD
17884,HAYDN,0,OV,3481,0,0,0.0,0.0
17885,0,0,SG,3481,0,0,0.0,LAZZARINI
17886,0,0,CN,3481,0,0,OB,PARKE
17887,0,0,SG,3481,0,0,0.0,BILLINGTON~
17888,PLEYEL,0,SYM,3481,0,0,0.0,0.0
17889,PLEYEL,0,CNTE,3481,0,0,FL,FLORIO
17890,PLEYEL,0,CNTE,3481,0,1,OB,PARKE
17891,PLEYEL,0,CNTE,3481,0,2,BN,PARKINSON
17892,PLEYEL,0,CNTE,3481,0,3,VN,CRAMER-w
17893,PLEYEL,0,CNTE,3481,0,4,VN,BORGHI
17894,PLEYEL,0,CNTE,3481,0,5,VA,BLAKE
17895,PLEYEL,0,CNTE,3481,0,6,VC,SMITH-2
17896,0,0,SG,3481,0,0,0.0,BILLINGTON~
17897,0,0,SN,3481,0,0,PF,PARKE~
